mean,std,max,min,rms,peak_to_peak,max_abs,abs_mean
0.0005710791015625,0.004227388348220758,0.024602,-0.023097,0.00426578756936091,0.047699,0.024602,0.0029688291015625
0.00057897705078125,0.0037787067154474775,0.02099,-0.019506,0.0038228051044618032,0.040496000000000004,0.02099,0.00265676220703125
0.00056583056640625,0.0038585134376263406,0.023026,-0.01997,0.003899780785918954,0.042996000000000006,0.023026,0.0026735903320312497
0.00056428125,0.004287239258653231,0.020156,-0.017407,0.004324214817748889,0.037563,0.020156,0.0031097333984375
0.0005602451171875,0.003923795450924884,0.021342,-0.024619,0.003963589955082545,0.045961,0.024619,0.002740013671875
0.00054814501953125,0.00388379010831355,0.023682,-0.02249,0.003922281041418513,0.046172000000000005,0.023682,0.0027305395507812497
0.0005389619140625,0.0038872998110275835,0.020614,-0.022405,0.003924484649686504,0.043019,0.022405,0.00277152734375
0.00053189111328125,0.00360686251261689,0.018755,-0.019788,0.0036458696275797624,0.038543,0.019788,0.00260484716796875
0.00051788232421875,0.004423295969269735,0.027794,-0.027977,0.004453509776961997,0.055771,0.027977,0.00300524560546875
0.000501576171875,0.004525780605802064,0.024023,-0.023624,0.004553489732946246,0.047646999999999995,0.024023,0.003164767578125
0.0005449052734375,0.003825667505049405,0.019385,-0.024166,0.003864279184558349,0.043551,0.024166,0.0027068837890625
0.0005257031249999999,0.003933417908153867,0.027255,-0.018899,0.003968392648897071,0.046154,0.027255,0.0027449169921874997
0.0005188017578125,0.00423429235041074,0.023068,-0.019019,0.004265956747630741,0.042087,0.023068,0.0029215224609375
0.0005324521484375,0.003644992711896766,0.021162,-0.016003,0.0036836771248517767,0.037165000000000004,0.021162,0.002707880859375
0.00052629296875,0.004283528475942278,0.023681,-0.025353,0.004315738696117278,0.049034,0.025353,0.002957439453125
0.00058581884765625,0.004277376487191643,0.023351,-0.019126,0.004317306259167771,0.042477,0.023351,0.00292390087890625
0.00055776806640625,0.003872233126649889,0.030841,-0.022552,0.003912198180438632,0.053392999999999996,0.030841,0.00278735302734375
0.0005510244140625,0.004369219402579884,0.024513,-0.021385,0.004403828572137366,0.045898,0.024513,0.0030681591796875
0.0005888291015625,0.004678836695727466,0.037941,-0.028858,0.004715743052386635,0.066799,0.037941,0.0032115810546875
0.00058187109375,0.0038922457309454226,0.019586,-0.020142,0.003935498799365169,0.039728,0.020142,0.002774171875
0.00053844775390625,0.0038767336087041477,0.02085,-0.021262,0.003913948065131035,0.042112,0.021262,0.0027660532226562503
0.00058565478515625,0.004088644516928218,0.023873,-0.023514,0.0041303759530076185,0.047387,0.023873,0.00294729248046875
0.0006381083984375,0.003443027207492126,0.019358,-0.017108,0.0035016594180027703,0.036466,0.019358,0.002476166015625
0.0005783349609375,0.0038744272541831807,0.01989,-0.016525,0.003917353427379255,0.036415,0.01989,0.00282162890625
0.000539953125,0.004616561384974778,0.022663,-0.022211,0.004648030593535019,0.044874,0.022663,0.0033416582031250003
0.0004965058593749999,0.0040580857891900956,0.025929,-0.024765,0.004088346651254063,0.050694,0.025929,0.0027619121093749996
0.0005109462890625,0.004457544268026063,0.02857,-0.021328,0.0044867323311870025,0.049898,0.02857,0.00304914453125
0.0004842353515625,0.00402292264415557,0.02085,-0.018586,0.004051961312323021,0.039436,0.02085,0.0028536767578124997
0.0005094516601562499,0.0038173482501210605,0.024147,-0.021328,0.0038511931471607967,0.045475,0.024147,0.0027145512695312497
0.0005421591796875,0.004183295377321525,0.023596,-0.021108,0.004218281260186317,0.044703999999999994,0.023596,0.0029075810546875004
0.0005370043945312499,0.004658058789140189,0.01868,-0.020914,0.0046889108973014225,0.039594,0.020914,0.00333206689453125
0.00051544970703125,0.0036058450364870255,0.020567,-0.020851,0.003642500079291244,0.041417999999999996,0.020851,0.00260069677734375
0.00052784912109375,0.004214181612168729,0.024633,-0.021449,0.004247110942155911,0.046082,0.024633,0.00290007958984375
0.0005301088867187499,0.004030980694899865,0.022329,-0.017374,0.004065688231337174,0.039703,0.022329,0.00284933544921875
0.000529921875,0.003616720080862016,0.015181,-0.021124,0.003655336008756796,0.036305000000000004,0.021124,0.00273283203125
0.0005032880859375,0.003999190933681179,0.020967,-0.021884,0.004030735295387725,0.042851,0.021884,0.00281057421875
0.00048821044921875,0.004239730006322562,0.022523,-0.018137,0.0042677464743396225,0.04066,0.022523,0.00299112255859375
0.0005086171875,0.003629487884488651,0.018432,-0.020596,0.003664952079778167,0.039028,0.020596,0.0026997314453125003
0.0004785048828125,0.004145809273260119,0.026325,-0.020479,0.004173332176226211,0.046804,0.026325,0.0029199150390625
0.0004897900390625,0.004602486776004817,0.024599,-0.027163,0.004628474781789792,0.051762,0.027163,0.0031471455078125
0.0005314091796875,0.0036914424923556455,0.020739,-0.018547,0.00372949639906315,0.039286,0.020739,0.0027145009765625
0.00051248974609375,0.003670776901879413,0.022607,-0.016071,0.00370637947372131,0.038678,0.022607,0.0026931313476562502
0.00049492333984375,0.004561121156854105,0.032318,-0.0289,0.0045878944320705784,0.061217999999999995,0.032318,0.00308524072265625
0.00050131103515625,0.0037632942092151924,0.018928,-0.016103,0.0037965373775431252,0.035031,0.018928,0.0026650307617187502
0.00053868115234375,0.004539901788843023,0.022559,-0.020401,0.004571748640972125,0.04296,0.022559,0.00326799072265625
0.000526892578125,0.0043014053004539156,0.017796,-0.019813,0.00433355550877755,0.037609000000000004,0.019813,0.0030843496093750002
0.000499185546875,0.0037832823867530833,0.02414,-0.020142,0.003816072827937774,0.044282,0.02414,0.0026913017578125
0.0005170791015624999,0.004242547947577369,0.020641,-0.019952,0.004273942428808047,0.040593000000000004,0.020641,0.0030122109375
0.00051440625,0.00421390669970612,0.028284,-0.022528,0.004245188271898808,0.050811999999999996,0.028284,0.0030247099609375
0.0005269619140625,0.004162743562285135,0.023361,-0.02334,0.004195965064704275,0.046701,0.023361,0.0027931220703125
0.00049922900390625,0.004298909547848681,0.023911,-0.022672,0.004327800006807822,0.046583,0.023911,0.00293294970703125
0.0005315859374999999,0.004406851930786916,0.016922,-0.020752,0.004438797984683255,0.037674,0.020752,0.00324448828125
0.0005652426757812501,0.004109966918894755,0.02447,-0.020831,0.004148653680042912,0.045300999999999994,0.02447,0.00293430712890625
0.0005453613281249999,0.004195433666815042,0.022868,-0.028772,0.004230730744311126,0.05164,0.028772,0.0028565996093749997
0.0005226953124999999,0.004021975668410081,0.021263,-0.018431,0.0040557981541235735,0.039694,0.021263,0.0029099794921875
0.0004966494140625,0.0038636896853281805,0.020981,-0.022434,0.003895479254854273,0.043414999999999995,0.022434,0.0028462333984375
0.0005416323242187499,0.004310334399534521,0.027113,-0.023443,0.004344231601842749,0.050556000000000004,0.027113,0.0029024711914062496
0.0005247216796875,0.004250887238464385,0.022855,-0.019016,0.004283150143909671,0.041871000000000005,0.022855,0.003062755859375
0.0005421762695312501,0.0038295633043768625,0.022503,-0.021845,0.0038677526044814,0.044348,0.022503,0.0028009018554687503
0.00054814599609375,0.004419688986785791,0.025502,-0.021086,0.004453550805026167,0.046588000000000004,0.025502,0.00311474853515625
0.0005227373046875,0.004302666118567204,0.025914,-0.019575,0.0043343038677021856,0.045489,0.025914,0.0029470390625000002
0.00053360302734375,0.003929417774059702,0.024626,-0.026238,0.00396548310220668,0.050864,0.026238,0.0028080639648437496
0.00053303076171875,0.004214631057484613,0.023847,-0.02144,0.004248203943274421,0.045287,0.023847,0.00299783056640625
0.0005234570312499999,0.004318441998119512,0.021586,-0.026762,0.004350051557704518,0.048348,0.026762,0.002903234375
0.0005126684570312501,0.0040668260799056,0.022366,-0.018805,0.00409901247998041,0.041171,0.022366,0.0028736635742187496
0.00052242529296875,0.004589784434540655,0.025338,-0.020545,0.004619420888194228,0.045883,0.025338,0.00324246240234375
0.00054149755859375,0.004513600521422584,0.025688,-0.028148,0.004545966263947547,0.053835999999999995,0.028148,0.00310265576171875
0.000548283203125,0.0038605521725554436,0.016656,-0.021688,0.003899291929036804,0.038344,0.021688,0.0027683603515624997
0.0005896635742187501,0.004636392481423263,0.024434,-0.025247,0.0046737392281297205,0.049681,0.025247,0.00319556689453125
0.000561208984375,0.0042451008231039365,0.027013,-0.023502,0.00428203649242518,0.050515,0.027013,0.0030423613281249998
0.0005482719726562499,0.0039035431014500825,0.021138,-0.023532,0.003941858812905265,0.04467,0.023532,0.00278104638671875
0.0005193286132812501,0.004254322416502572,0.023302,-0.020703,0.004285902639133197,0.044005,0.023302,0.0030528745117187495
0.000533337890625,0.004285311654211458,0.018376,-0.024037,0.004318372989830415,0.042413,0.024037,0.0031707763671875
0.0005441542968750001,0.0042466559888364635,0.023904,-0.032678,0.0042813772300894165,0.056582,0.032678,0.0029625068359375004
0.00059179248046875,0.004146752534740535,0.022171,-0.024569,0.004188767709519878,0.046740000000000004,0.024569,0.00287204443359375
0.00061164013671875,0.004277270938979646,0.019599,-0.022428,0.004320781218979406,0.042026999999999995,0.022428,0.00321544775390625
0.000573029296875,0.004050456589945425,0.024518,-0.025961,0.004090789796861893,0.050479,0.025961,0.0027815644531250005
0.00055671630859375,0.00433420042671688,0.02678,-0.025419,0.00436980850692648,0.052199,0.02678,0.00291408642578125
0.0005673740234374999,0.00464245842841059,0.022949,-0.023984,0.004677000485566811,0.046933,0.023984,0.003290662109375
0.0005031206054687499,0.003800479437349456,0.025582,-0.021868,0.0038336372151474224,0.04745,0.025582,0.0026901264648437496
0.000524548828125,0.004348139667032565,0.032092,-0.020885,0.0043796655165787915,0.052977,0.032092,0.0030770087890625002
0.0006206328125,0.004404672095456557,0.02311,-0.022666,0.004448181803438941,0.045776,0.02311,0.00313177734375
0.00058417529296875,0.003908678683246069,0.022519,-0.02331,0.003952091828611444,0.045829,0.02331,0.00286472802734375
0.0005969482421875,0.004553053615202337,0.027173,-0.024939,0.0045920196457286434,0.052112,0.027173,0.0031460302734375003
0.00056143505859375,0.004286232751141087,0.026395,-0.020375,0.004322846344941334,0.04677,0.026395,0.00298118115234375
0.00053032275390625,0.0036799605723821208,0.0202,-0.0161,0.0037179768742688084,0.0363,0.0202,0.0027350161132812497
0.0004948583984374999,0.004521990494213105,0.022843,-0.023185,0.004548987015177974,0.046028,0.023185,0.0031822695312500003
0.000515361328125,0.004307082469007601,0.026852,-0.024308,0.004337805515852385,0.05116,0.026852,0.00296484765625
0.0004950244140624999,0.00373278216192015,0.021377,-0.018775,0.0037654630311380285,0.040152,0.021377,0.0027319394531250003
0.0005347763671875001,0.004319933708393016,0.032725,-0.026008,0.004352908568740274,0.058732999999999994,0.032725,0.003076833984375
0.000547765625,0.0043521499372066366,0.030005,-0.028933,0.004386485638396572,0.058938000000000004,0.030005,0.0029821787109375
0.00054724658203125,0.003950994586171819,0.019238,-0.021861,0.00398871370763858,0.041099,0.021861,0.00278704736328125
0.00060925439453125,0.004217761985489515,0.024544,-0.021832,0.004261538112406845,0.046376,0.024544,0.0030296225585937494
0.0005726748046875,0.0041046141619721175,0.032603,-0.021403,0.0041443713456429,0.054006,0.032603,0.0029660390625
0.00055054345703125,0.004123506894199393,0.023674,-0.020113,0.004160097018651109,0.043787,0.023674,0.00289429443359375
0.00056465625,0.004028595434733774,0.021614,-0.018781,0.004067974662829389,0.040395,0.021614,0.0028374375
0.00055806298828125,0.004089544581875317,0.024487,-0.023032,0.004127445842895477,0.047519,0.024487,0.00298736865234375
0.0005590717773437501,0.005057488230667879,0.031158,-0.033925,0.005088295240605286,0.065083,0.033925,0.00341409033203125
0.000601845703125,0.0035354932528072515,0.019587,-0.016036,0.003586353411337988,0.035623,0.019587,0.0025258701171874997
0.000579765625,0.0045001111060231315,0.018085,-0.019459,0.004537304061497794,0.037544,0.019459,0.0032455615234375
0.0006148447265625,0.004557754105654331,0.025364,-0.022485,0.004599038652304482,0.047849,0.025364,0.0031841191406250004
0.0006253369140624999,0.004295300646669332,0.027533,-0.028177,0.004340582207649935,0.055709999999999996,0.028177,0.002966380859375
0.0005792705078125,0.004502402073744798,0.027053,-0.022892,0.004539513052617298,0.049945,0.027053,0.0032397792968749998
0.0005299150390624999,0.0044057172630749515,0.024606,-0.022922,0.00443747163943402,0.047528,0.024606,0.0031687021484375
0.00053927490234375,0.004293911279962642,0.028481,-0.025885,0.00432764271867356,0.054366,0.028481,0.0029415717773437497
0.0005473286132812499,0.004089173670503694,0.022687,-0.021524,0.004125640546443307,0.044211,0.022687,0.00290981201171875
0.0004990478515625001,0.004030018951647736,0.020335,-0.020576,0.004060800599486395,0.040911,0.020576,0.0029146640625
0.00054144287109375,0.0043227887334724435,0.023935,-0.025431,0.004356565484059035,0.049366,0.025431,0.00301576123046875
0.0005291279296875001,0.003978125954958793,0.023906,-0.022323,0.004013161157926776,0.046229,0.023906,0.0028006835937499997
0.00045835888671875,0.004212074906756302,0.022081,-0.021648,0.0042369408644870364,0.043729000000000004,0.022081,0.0029579750976562497
0.00048369189453125003,0.004309747562789886,0.026009,-0.025798,0.004336805495270522,0.051807000000000006,0.026009,0.0029717436523437495
0.00050934033203125,0.004241558521153908,0.031842,-0.022212,0.0042720306953727555,0.054054000000000005,0.031842,0.00283750439453125
0.0005359794921875001,0.004656622692988221,0.028127,-0.030471,0.004687366949674246,0.058598,0.030471,0.0032221728515625
0.0005844487304687499,0.004666739320348864,0.023525,-0.022469,0.004703194255252139,0.045994,0.023525,0.00334258154296875
0.000519916015625,0.0042526829416182675,0.027837,-0.026928,0.0042843464922009255,0.054765,0.027837,0.003008787109375
0.0005126494140625,0.004480782191645171,0.022063,-0.022761,0.004510013134205168,0.044824,0.022761,0.003137005859375
0.0005139345703125,0.004622738755772101,0.022614,-0.020795,0.004651219447271832,0.043409,0.022614,0.003281328125
0.0005981601562500001,0.0038135907818102072,0.017804,-0.021914,0.0038602163441487074,0.039718,0.021914,0.0028672509765625
0.0006087646484375,0.004584984239966639,0.028522,-0.024626,0.004625221603115864,0.053148,0.028522,0.0031105742187500004
0.0006021943359375,0.00427117478502868,0.025308,-0.018007,0.004313417677723779,0.043315,0.025308,0.0030434755859375003
0.0006835253906249999,0.003973710502976366,0.018308,-0.018482,0.004032069210851142,0.03679,0.018482,0.0029408876953125
0.00065909326171875,0.004628825307477276,0.020787,-0.021455,0.004675513624703189,0.042242,0.021455,0.0032537895507812505
0.00058626220703125,0.003941350909683022,0.02358,-0.023495,0.003984714590614031,0.047075,0.02358,0.0026931284179687503
0.00058188134765625,0.003977096139056803,0.017898,-0.016047,0.004019437722126166,0.033945,0.017898,0.00303931884765625
0.00057371826171875,0.004850877082945537,0.026598,-0.020397,0.004884686388876545,0.046994999999999995,0.026598,0.00340049072265625
0.00055002685546875,0.003845045142417447,0.025204,-0.022838,0.003884186103801521,0.048042,0.025204,0.0026062612304687503
0.00053422802734375,0.003874713510611091,0.02198,-0.021671,0.003911368606320775,0.043650999999999995,0.02198,0.0027393081054687502
0.0005589248046875,0.004528692318801213,0.020818,-0.020618,0.004563052821923505,0.041436,0.020818,0.0032719443359374998
0.0005258383789062501,0.0043233009136303,0.026819,-0.024093,0.00435516208544841,0.050912,0.026819,0.0030052788085937494
0.00060698974609375,0.004031001074363036,0.018518,-0.023099,0.0040764452913511435,0.041617,0.023099,0.0029735571289062498
0.00054685205078125,0.004433869113925176,0.031754,-0.020931,0.004467464883450488,0.052684999999999996,0.031754,0.00317531298828125
0.000556443359375,0.004496768252697878,0.027456,-0.01919,0.004531065429969431,0.046646,0.027456,0.00321965234375
0.0005782402343749999,0.004109208291758996,0.019993,-0.019107,0.00414969330839171,0.039099999999999996,0.019993,0.0029791982421875
0.0006288759765625,0.004154599607269943,0.019014,-0.022835,0.004201926092951303,0.041849,0.022835,0.003008224609375
0.0005892407226562499,0.0047249482794335575,0.02588,-0.024056,0.004761548159218658,0.049936,0.02588,0.00336437158203125
0.00063354150390625,0.004196806497746522,0.026222,-0.028298,0.004244356207565432,0.05452,0.028298,0.0028821069335937498
0.0006846943359375001,0.004583784557380892,0.026382,-0.021756,0.004634639921520165,0.048138,0.026382,0.003222845703125
0.0006459536132812499,0.004447686069777146,0.021733,-0.02341,0.004494348389455448,0.045143,0.02341,0.0033102407226562503
0.00059034033203125,0.004226011411842349,0.02427,-0.023682,0.0042670451322483725,0.047952,0.02427,0.00305885888671875
0.00059868505859375,0.004453049095946458,0.02834,-0.02285,0.00449311362534857,0.05119,0.02834,0.00310078466796875
0.000572505859375,0.003941375101210519,0.02118,-0.019168,0.003982737833131995,0.040348,0.02118,0.0028117392578125
0.00059704345703125,0.003932286578309283,0.023719,-0.018203,0.003977353218352018,0.041922,0.023719,0.00290812744140625
0.0006054599609375001,0.004373349237046834,0.0267,-0.02033,0.00441506119023016,0.04703,0.0267,0.0030664365234375004
0.00056377294921875,0.004129083509642338,0.025375,-0.018251,0.004167393738041931,0.043626,0.025375,0.0028348071289062498
0.0005976064453125001,0.00408163469836964,0.020093,-0.022103,0.004125151545630059,0.042196,0.022103,0.0030258408203125003
0.0005633242187499999,0.004620432081577235,0.02547,-0.025557,0.004654645721845911,0.051027,0.025557,0.00319038671875
0.0006050703125000001,0.004081984445298355,0.022426,-0.01822,0.0041265854037844125,0.040646,0.022426,0.0028623720703125
0.000607,0.004308428274247575,0.022014,-0.023516,0.004350977268882928,0.04553,0.023516,0.0031266474609374997
0.000629751953125,0.00466575042771333,0.020951,-0.02188,0.004708058472042576,0.042831,0.02188,0.0032754345703125
0.00058558154296875,0.0044445477278424505,0.024105,-0.027108,0.004482957756719904,0.051213,0.027108,0.00306485693359375
0.0005873251953125,0.004225026430865685,0.023766,-0.020251,0.004265653434886911,0.044017,0.023766,0.00303894921875
0.0006400815429687501,0.004208591522842733,0.021505,-0.020125,0.004256988018281584,0.04163,0.021505,0.00305653271484375
0.00063121240234375,0.004326235222510528,0.030384,-0.023892,0.004372040747450014,0.054276000000000005,0.030384,0.0030045551757812497
0.00057402685546875,0.0037800628850332804,0.019573,-0.018032,0.0038233993050171295,0.037605,0.019573,0.00278463623046875
0.0005481025390624999,0.0044580093204045525,0.020993,-0.023043,0.004491576949595835,0.044036000000000006,0.023043,0.003276990234375
0.00060245556640625,0.004381804305272583,0.026258,-0.021826,0.004423026303245236,0.048084,0.026258,0.00314058935546875
0.0005793940429687501,0.004048774113454704,0.021894,-0.020337,0.004090020694178526,0.042231000000000005,0.021894,0.00293613720703125
0.00060094677734375,0.004005498015130969,0.020145,-0.018029,0.004050327317442131,0.038174,0.020145,0.00283790869140625
0.0005854560546874999,0.0041834605369807255,0.019754,-0.019696,0.004224227841445737,0.03945,0.019754,0.0030414150390625
0.000595130859375,0.004289858904938724,0.025568,-0.023725,0.00433094333420128,0.049293000000000003,0.025568,0.0030808027343749997
0.0005500458984374999,0.004012538950580366,0.022277,-0.018532,0.004050064113111359,0.040809,0.022277,0.0028788798828125
0.00060881103515625,0.004313694452103521,0.024192,-0.020882,0.004356444731961685,0.045074,0.024192,0.00301387744140625
0.00065480078125,0.0044984932692747615,0.026162,-0.019691,0.004545899884163304,0.045853000000000005,0.026162,0.00324723046875
0.0006519814453125,0.0047502939751389766,0.026911,-0.02494,0.0047948276981841,0.051851,0.026911,0.0032515156249999996
0.00060255810546875,0.00434164552466667,0.021831,-0.024326,0.004383259304709707,0.046157000000000004,0.024326,0.00309848583984375
0.0006517666015624999,0.004025228084475289,0.024275,-0.025908,0.004077653839521072,0.050183000000000005,0.025908,0.0029274609375
0.00070992529296875,0.00472340373734883,0.032258,-0.024484,0.004776456509547392,0.056742,0.032258,0.00328675634765625
0.0006420346679687501,0.004404553259003209,0.024906,-0.023909,0.004451100754450469,0.048815,0.024906,0.00308179931640625
0.0005925200195312501,0.00399758787409641,0.028753,-0.037988,0.004041260791469411,0.066741,0.037988,0.0028968295898437503
0.00058539697265625,0.004869777201406497,0.024852,-0.023758,0.00490483634863933,0.04861,0.024852,0.0034588422851562495
0.0005225864257812501,0.004234825535804569,0.022941,-0.022532,0.004266947842558341,0.045473,0.022941,0.0029324360351562504
0.00049486572265625,0.003733634419902585,0.021018,-0.021042,0.0037662870396375004,0.04206,0.021042,0.00271470556640625
0.00045951464843750004,0.004845276393043098,0.020273,-0.025865,0.004867017262873574,0.046138,0.025865,0.0034897763671875
0.00048093896484374996,0.004396991196901601,0.024899,-0.023943,0.0044232153320333785,0.048841999999999997,0.024899,0.00298587255859375
0.00050732763671875,0.0037571389716801085,0.021433,-0.021566,0.0037912365507174694,0.042998999999999996,0.021566,0.00265014501953125
0.00054174462890625,0.004419810407119661,0.021518,-0.024242,0.004452887970500945,0.045759999999999995,0.024242,0.00313127685546875
0.0005735937500000001,0.004524426891689398,0.026001,-0.020125,0.004560641236523791,0.046126,0.026001,0.003251416015625
0.00055553857421875,0.0038718806207682565,0.022923,-0.020972,0.003911532007912728,0.043895,0.022923,0.0027896479492187497
0.0005240083007812499,0.0043672426125133225,0.026677,-0.020573,0.004398567123034483,0.04725,0.026677,0.00306159716796875
0.0005546806640625,0.004850656975435087,0.026624,-0.029066,0.004882268297873631,0.05569,0.029066,0.003414345703125
0.00059590185546875,0.0038917488340011975,0.026461,-0.022689,0.00393710655282541,0.04915,0.026461,0.00275428271484375
0.000603111328125,0.0044853509322741875,0.024683,-0.026313,0.00452571720943384,0.050996,0.026313,0.0031930341796875
0.00059493505859375,0.0044545725340502254,0.022309,-0.01901,0.004494125519504166,0.041318999999999995,0.022309,0.00316019189453125
0.00055981298828125,0.003743004446929451,0.022683,-0.017334,0.0037846364252834158,0.040017,0.022683,0.0026462485351562504
0.0005749033203124999,0.004347755326861736,0.02288,-0.024785,0.004385600324922569,0.047665,0.024785,0.0029859638671875
0.0005993129882812501,0.004775099117629987,0.023644,-0.019382,0.004812561442840317,0.043025999999999995,0.023644,0.0034633745117187502
0.0005925888671875,0.003800098592459822,0.018234,-0.017797,0.0038460253350608192,0.036031,0.018234,0.0027909541015624997
0.0005532934570312499,0.004560999925201881,0.034095,-0.027783,0.0045944372851618245,0.061878,0.034095,0.00316365966796875
0.00053789892578125,0.00403870845716685,0.02627,-0.019579,0.004074371271294217,0.045849,0.02627,0.00290488427734375
0.00055630419921875,0.004064249722083884,0.024298,-0.016916,0.004102145800130384,0.041214,0.024298,0.00293014306640625
0.0005210131835937501,0.004701873990732688,0.02319,-0.025153,0.004730652572553499,0.048343,0.025153,0.00335139501953125
0.0005290629882812501,0.004365550214042377,0.024047,-0.019257,0.004397492048531132,0.043303999999999995,0.024047,0.00315435498046875
0.00054961669921875,0.0037336099976177186,0.01807,-0.017713,0.0037738471259937244,0.035782999999999995,0.01807,0.0027248393554687497
